TransactionID,CustomerID,Gender,Age,City,ProductCategory,Quantity,Price,PurchaseDate,PaymentMode,TotalAmount,Month,DayOfWeek,AgeGroup
T00495,C8206,Male,65,Chennai,Books,2,1542,2023-03-20,Wallet,3084,2023-03,Monday,60+
T00496,C2269,Other,54,Kolkata,Groceries,1,784,2023-02-22,Card,784,2023-02,Wednesday,41-60
T00497,C5681,Female,64,Ahmedabad,Groceries,5,1261,2023-04-21,Wallet,6305,2023-04,Friday,60+
T00498,C4841,Other,54,Pune,Books,5,667,2023-05-24,Cash,3335,2023-05,Wednesday,41-60
T00499,C5451,Other,32,Bengaluru,Beauty,2,2343,2023-04-02,Upi,4686,2023-04,Sunday,26-40
T00500,C6502,Other,60,Mumbai,Sports,5,3418,2023-05-15,Cash,17090,2023-05,Monday,41-60
T00501,C6238,Male,39,Kolkata,Electronics,3,769,2023-10-16,Wallet,2307,2023-10,Monday,26-40
T00502,C9849,Male,51,Kolkata,Books,2,2543,2023-02-22,Cash,5086,2023-02,Wednesday,41-60
T00503,C2320,Female,51,Kolkata,Beauty,3,3798,2023-03-06,Cash,11394,2023-03,Monday,41-60
T00504,C3267,Male,62,Chennai,Groceries,2,3538,2023-09-25,Upi,7076,2023-09,Monday,60+
T00505,C3471,Male,62,Hyderabad,Furniture,1,4398,2023-10-28,Wallet,4398,2023-10,Saturday,60+
T00506,C4788,Other,57,Jaipur,Electronics,3,1853,2023-11-27,Card,5559,2023-11,Monday,41-60
T00507,C7275,Male,24,Chennai,Furniture,2,2225,2023-07-16,Upi,4450,2023-07,Sunday,18-25
T00508,C3503,Other,45,Mumbai,Groceries,5,1607,2023-06-19,Upi,8035,2023-06,Monday,41-60
T00509,C4505,Female,60,Chennai,Groceries,5,540,2023-10-22,Card,2700,2023-10,Sunday,41-60
T00510,C2052,Male,64,Pune,Furniture,4,857,2023-10-31,Wallet,3428,2023-10,Tuesday,60+
T00511,C7797,Female,33,Mumbai,Groceries,2,3610,2023-11-06,Card,7220,2023-11,Monday,26-40
T00512,C7678,Male,48,Jaipur,Electronics,1,2901,2023-05-22,Upi,2901,2023-05,Monday,41-60
T00513,C6421,Other,40,Chennai,Beauty,4,2532,2023-11-12,Wallet,10128,2023-11,Sunday,26-40
T00514,C9890,Male,60,Hyderabad,Fashion,5,1447,2023-12-09,Wallet,7235,2023-12,Saturday,41-60
T00515,C8633,Other,61,Bengaluru,Fashion,1,1726,2023-08-31,Wallet,1726,2023-08,Thursday,60+
T00516,C7812,Female,59,Kolkata,Fashion,2,2961,2023-04-18,Wallet,5922,2023-04,Tuesday,41-60
T00517,C2020,Other,42,Pune,Beauty,5,3533,2023-03-28,Cash,17665,2023-03,Tuesday,41-60
T00518,C4388,Other,27,Bengaluru,Groceries,4,4045,2023-01-02,Wallet,16180,2023-01,Monday,26-40
T00519,C7883,Female,70,Delhi,Sports,5,3995,2023-04-29,Cash,19975,2023-04,Saturday,60+
T00520,C7381,Female,53,Pune,Electronics,3,4486,2023-04-21,Wallet,13458,2023-04,Friday,41-60
T00521,C1320,Other,57,Jaipur,Beauty,4,1416,2023-02-16,Cash,5664,2023-02,Thursday,41-60
T00522,C7232,Male,21,Lucknow,Electronics,5,3678,2023-11-11,Upi,18390,2023-11,Saturday,18-25
T00523,C8814,Other,18,Hyderabad,Books,4,3005,2023-03-17,Wallet,12020,2023-03,Friday,18-25
T00524,C1096,Other,59,Pune,Groceries,2,4772,2023-03-15,Wallet,9544,2023-03,Wednesday,41-60
T00525,C6763,Male,28,Hyderabad,Electronics,3,3287,2023-03-26,Upi,9861,2023-03,Sunday,26-40
T00526,C5892,Other,50,Lucknow,Groceries,3,181,2023-09-01,Wallet,543,2023-09,Friday,41-60
T00527,C7389,Other,48,Bengaluru,Fashion,5,4694,2023-01-01,Upi,23470,2023-01,Sunday,41-60
T00528,C7865,Female,49,Pune,Electronics,4,4991,2023-06-15,Cash,19964,2023-06,Thursday,41-60
T00529,C9818,Male,28,Chennai,Sports,4,1726,2023-02-09,Cash,6904,2023-02,Thursday,26-40
T00530,C9947,Male,22,Lucknow,Groceries,4,737,2023-01-27,Card,2948,2023-01,Friday,18-25
T00531,C4613,Female,66,Kolkata,Electronics,3,4838,2023-03-12,Cash,14514,2023-03,Sunday,60+
T00532,C8999,Male,49,Ahmedabad,Furniture,5,1284,2023-09-19,Upi,6420,2023-09,Tuesday,41-60
T00533,C4595,Male,38,Jaipur,Beauty,4,2752,2023-08-14,Card,11008,2023-08,Monday,26-40
T00534,C5471,Female,33,Bengaluru,Books,5,2692,2023-08-06,Upi,13460,2023-08,Sunday,26-40
T00535,C8140,Other,39,Hyderabad,Furniture,1,216,2023-12-07,Cash,216,2023-12,Thursday,26-40
T00536,C8956,Other,35,Bengaluru,Sports,2,1332,2023-08-30,Cash,2664,2023-08,Wednesday,26-40
T00537,C1475,Other,21,Lucknow,Sports,2,3857,2023-06-17,Cash,7714,2023-06,Saturday,18-25
T00538,C7371,Female,50,Jaipur,Furniture,2,1308,2023-06-04,Upi,2616,2023-06,Sunday,41-60
T00539,C6507,Female,32,Hyderabad,Groceries,4,4191,2023-09-14,Wallet,16764,2023-09,Thursday,26-40
T00540,C7624,Male,53,Bengaluru,Electronics,2,2692,2023-03-02,Card,5384,2023-03,Thursday,41-60
T00541,C3704,Other,59,Chennai,Beauty,4,1030,2023-05-04,Upi,4120,2023-05,Thursday,41-60
T00542,C8657,Female,42,Jaipur,Furniture,2,3429,2023-10-14,Cash,6858,2023-10,Saturday,41-60
T00543,C3091,Female,43,Bengaluru,Sports,3,2252,2023-07-21,Wallet,6756,2023-07,Friday,41-60
T00544,C9751,Female,70,Pune,Electronics,4,4365,2023-07-13,Card,17460,2023-07,Thursday,60+
T00545,C1441,Male,33,Bengaluru,Groceries,4,130,2023-07-17,Upi,520,2023-07,Monday,26-40
T00546,C7455,Female,23,Lucknow,Furniture,5,3790,2023-12-28,Cash,18950,2023-12,Thursday,18-25
T00547,C1444,Other,47,Bengaluru,Sports,2,1129,2023-08-31,Card,2258,2023-08,Thursday,41-60
T00548,C2375,Female,46,Kolkata,Furniture,3,3780,2023-07-01,Cash,11340,2023-07,Saturday,41-60
T00549,C8022,Female,69,Delhi,Groceries,3,4838,2023-06-09,Wallet,14514,2023-06,Friday,60+
T00550,C3223,Male,54,Jaipur,Sports,5,898,2023-09-25,Card,4490,2023-09,Monday,41-60
T00551,C8564,Other,46,Jaipur,Electronics,1,398,2023-06-12,Card,398,2023-06,Monday,41-60
T00552,C3977,Other,23,Delhi,Books,2,1890,2023-09-29,Upi,3780,2023-09,Friday,18-25
T00553,C1823,Other,49,Bengaluru,Furniture,1,1637,2023-02-10,Cash,1637,2023-02,Friday,41-60
T00554,C5262,Female,46,Kolkata,Electronics,3,3542,2023-11-06,Card,10626,2023-11,Monday,41-60
T00555,C7211,Male,38,Bengaluru,Beauty,4,4573,2023-04-20,Wallet,18292,2023-04,Thursday,26-40
T00556,C6363,Other,25,Mumbai,Beauty,5,1460,2023-03-27,Card,7300,2023-03,Monday,18-25
T00557,C4467,Female,49,Kolkata,Fashion,3,3192,2023-11-21,Cash,9576,2023-11,Tuesday,41-60
T00558,C8449,Male,65,Pune,Groceries,2,1870,2023-05-23,Cash,3740,2023-05,Tuesday,60+
T00559,C6355,Other,59,Pune,Furniture,5,2951,2023-12-31,Wallet,14755,2023-12,Sunday,41-60
T00560,C6529,Male,19,Chennai,Sports,1,1818,2023-03-15,Card,1818,2023-03,Wednesday,18-25
T00561,C7211,Male,24,Ahmedabad,Books,4,1665,2023-08-12,Cash,6660,2023-08,Saturday,18-25
T00562,C5558,Female,43,Chennai,Books,5,4825,2023-10-14,Upi,24125,2023-10,Saturday,41-60
T00563,C7906,Male,44,Bengaluru,Beauty,5,217,2023-08-15,Cash,1085,2023-08,Tuesday,41-60
T00564,C5133,Female,20,Hyderabad,Groceries,3,3133,2023-09-08,Card,9399,2023-09,Friday,18-25
T00565,C2341,Other,53,Delhi,Fashion,4,3080,2023-12-22,Upi,12320,2023-12,Friday,41-60
T00566,C8705,Other,53,Bengaluru,Sports,4,232,2023-05-09,Card,928,2023-05,Tuesday,41-60
T00567,C1317,Male,18,Bengaluru,Groceries,4,2573,2023-12-17,Wallet,10292,2023-12,Sunday,18-25
T00568,C9837,Other,70,Mumbai,Groceries,4,2614,2023-03-03,Card,10456,2023-03,Friday,60+
T00569,C1853,Female,23,Lucknow,Furniture,4,4213,2023-10-13,Upi,16852,2023-10,Friday,18-25
T00570,C6733,Female,68,Lucknow,Fashion,3,1121,2023-08-11,Wallet,3363,2023-08,Friday,60+
T00571,C4673,Female,56,Chennai,Furniture,4,4188,2023-11-30,Cash,16752,2023-11,Thursday,41-60
T00572,C2124,Male,57,Lucknow,Beauty,3,3835,2023-06-28,Card,11505,2023-06,Wednesday,41-60
T00573,C1659,Male,58,Lucknow,Books,3,3491,2023-04-02,Card,10473,2023-04,Sunday,41-60
T00574,C1508,Male,37,Lucknow,Books,4,3461,2023-01-13,Card,13844,2023-01,Friday,26-40
T00575,C5051,Female,50,Hyderabad,Electronics,1,2981,2023-07-07,Upi,2981,2023-07,Friday,41-60
T00576,C4266,Female,53,Lucknow,Books,2,2985,2023-08-27,Wallet,5970,2023-08,Sunday,41-60
T00577,C1333,Female,31,Hyderabad,Books,4,4543,2023-12-10,Upi,18172,2023-12,Sunday,26-40
T00578,C3496,Female,59,Hyderabad,Sports,2,3588,2023-06-27,Card,7176,2023-06,Tuesday,41-60
T00579,C4908,Male,60,Mumbai,Fashion,3,4385,2023-08-06,Upi,13155,2023-08,Sunday,41-60
T00580,C3068,Male,47,Kolkata,Groceries,1,2851,2023-04-20,Wallet,2851,2023-04,Thursday,41-60
T00581,C8758,Male,39,Delhi,Groceries,3,1028,2023-11-12,Cash,3084,2023-11,Sunday,26-40
T00582,C2874,Male,41,Ahmedabad,Electronics,1,1540,2023-10-14,Wallet,1540,2023-10,Saturday,41-60
T00583,C4571,Female,70,Bengaluru,Groceries,3,3858,2023-04-08,Wallet,11574,2023-04,Saturday,60+
T00584,C8619,Female,21,Jaipur,Sports,5,3609,2023-07-15,Wallet,18045,2023-07,Saturday,18-25
T00585,C5198,Other,70,Lucknow,Furniture,5,3156,2023-07-11,Upi,15780,2023-07,Tuesday,60+
T00586,C7043,Other,32,Ahmedabad,Books,5,1549,2023-04-02,Card,7745,2023-04,Sunday,26-40
T00587,C3749,Other,47,Kolkata,Fashion,1,4628,2023-01-06,Wallet,4628,2023-01,Friday,41-60
T00588,C2876,Female,39,Bengaluru,Sports,3,4973,2023-04-11,Upi,14919,2023-04,Tuesday,26-40
T00589,C3683,Male,53,Pune,Beauty,2,1432,2023-08-15,Cash,2864,2023-08,Tuesday,41-60
T00590,C6096,Male,67,Ahmedabad,Electronics,1,4546,2023-07-04,Wallet,4546,2023-07,Tuesday,60+
T00591,C2771,Male,57,Ahmedabad,Beauty,1,3670,2023-09-27,Cash,3670,2023-09,Wednesday,41-60
T00592,C1420,Female,56,Bengaluru,Books,1,3225,2023-04-10,Wallet,3225,2023-04,Monday,41-60
T00593,C6111,Other,48,Bengaluru,Sports,3,2434,2023-01-03,Card,7302,2023-01,Tuesday,41-60
T00594,C7149,Male,63,Hyderabad,Electronics,1,3683,2023-10-28,Card,3683,2023-10,Saturday,60+
T00595,C7498,Other,60,Hyderabad,Sports,5,2420,2023-06-08,Cash,12100,2023-06,Thursday,41-60
T00596,C4249,Other,41,Mumbai,Groceries,2,912,2023-06-18,Cash,1824,2023-06,Sunday,41-60
T00597,C2245,Female,63,Pune,Groceries,3,817,2023-02-18,Cash,2451,2023-02,Saturday,60+
T00598,C4978,Female,46,Mumbai,Electronics,2,950,2023-07-08,Card,1900,2023-07,Saturday,41-60
T00599,C2669,Male,25,Chennai,Sports,3,834,2023-05-10,Wallet,2502,2023-05,Wednesday,18-25
T00600,C5941,Female,24,Pune,Books,3,234,2023-09-15,Cash,702,2023-09,Friday,18-25
T00601,C2983,Female,66,Hyderabad,Sports,3,3469,2023-01-07,Card,10407,2023-01,Saturday,60+
T00602,C1672,Female,60,Hyderabad,Furniture,3,949,2023-11-07,Upi,2847,2023-11,Tuesday,41-60
T00603,C6688,Male,32,Hyderabad,Furniture,2,4166,2023-05-20,Card,8332,2023-05,Saturday,26-40
T00604,C9728,Other,18,Delhi,Fashion,5,4562,2023-01-18,Upi,22810,2023-01,Wednesday,18-25
T00605,C8018,Other,39,Bengaluru,Groceries,2,916,2023-11-28,Wallet,1832,2023-11,Tuesday,26-40
T00606,C7071,Male,40,Ahmedabad,Books,5,3738,2023-05-21,Upi,18690,2023-05,Sunday,26-40
T00607,C2129,Other,58,Lucknow,Electronics,3,4223,2023-11-25,Upi,12669,2023-11,Saturday,41-60
T00608,C9289,Other,69,Ahmedabad,Beauty,1,4861,2023-09-03,Upi,4861,2023-09,Sunday,60+
T00609,C6590,Male,36,Kolkata,Books,3,367,2023-07-23,Upi,1101,2023-07,Sunday,26-40
T00610,C1207,Other,53,Ahmedabad,Groceries,3,2474,2023-01-23,Cash,7422,2023-01,Monday,41-60
T00611,C7882,Female,51,Hyderabad,Sports,3,3545,2023-12-23,Cash,10635,2023-12,Saturday,41-60
T00612,C9031,Male,41,Pune,Books,4,1835,2023-12-27,Wallet,7340,2023-12,Wednesday,41-60
T00613,C2729,Male,62,Pune,Groceries,4,1925,2023-05-10,Card,7700,2023-05,Wednesday,60+
T00614,C8102,Female,24,Mumbai,Furniture,5,3824,2023-05-21,Cash,19120,2023-05,Sunday,18-25
T00615,C6934,Female,20,Lucknow,Beauty,1,4618,2023-11-17,Wallet,4618,2023-11,Friday,18-25
T00616,C8532,Female,28,Pune,Sports,4,3221,2023-01-30,Card,12884,2023-01,Monday,26-40
T00617,C3506,Female,49,Kolkata,Groceries,5,1037,2023-10-20,Card,5185,2023-10,Friday,41-60
T00618,C8135,Male,26,Pune,Fashion,2,1702,2023-01-16,Cash,3404,2023-01,Monday,26-40
T00619,C3885,Male,70,Lucknow,Furniture,4,3946,2023-08-30,Wallet,15784,2023-08,Wednesday,60+
T00620,C9548,Male,63,Lucknow,Furniture,2,1119,2023-11-08,Wallet,2238,2023-11,Wednesday,60+
T00621,C5425,Female,65,Lucknow,Groceries,2,2972,2023-11-20,Cash,5944,2023-11,Monday,60+
T00622,C9817,Female,64,Jaipur,Sports,2,3900,2023-08-21,Cash,7800,2023-08,Monday,60+
T00623,C8921,Female,44,Jaipur,Sports,4,3482,2023-09-09,Card,13928,2023-09,Saturday,41-60
T00624,C8616,Female,24,Mumbai,Furniture,2,3342,2023-03-30,Cash,6684,2023-03,Thursday,18-25
T00625,C8136,Female,34,Jaipur,Beauty,5,162,2023-08-31,Wallet,810,2023-08,Thursday,26-40
T00626,C5397,Male,57,Delhi,Books,5,3169,2023-11-28,Card,15845,2023-11,Tuesday,41-60
T00627,C6280,Female,30,Ahmedabad,Sports,5,1934,2023-10-07,Cash,9670,2023-10,Saturday,26-40
T00628,C5022,Female,30,Ahmedabad,Fashion,4,4257,2023-02-23,Cash,17028,2023-02,Thursday,26-40
T00629,C2419,Male,25,Mumbai,Electronics,4,2423,2023-01-20,Card,9692,2023-01,Friday,18-25
T00630,C5569,Other,43,Hyderabad,Beauty,3,2292,2023-07-09,Wallet,6876,2023-07,Sunday,41-60
T00631,C8385,Other,31,Jaipur,Beauty,1,2266,2023-01-15,Upi,2266,2023-01,Sunday,26-40
T00632,C4995,Female,47,Jaipur,Sports,3,2618,2023-11-10,Wallet,7854,2023-11,Friday,41-60
T00633,C8613,Other,70,Pune,Books,2,3497,2024-01-01,Card,6994,2024-01,Monday,60+
T00634,C7209,Other,68,Mumbai,Fashion,4,2078,2023-03-20,Wallet,8312,2023-03,Monday,60+
T00635,C6511,Male,30,Jaipur,Sports,4,134,2023-12-28,Cash,536,2023-12,Thursday,26-40
T00636,C1470,Female,63,Pune,Furniture,2,3496,2023-04-01,Card,6992,2023-04,Saturday,60+
T00637,C9098,Male,39,Jaipur,Fashion,4,367,2023-03-09,Card,1468,2023-03,Thursday,26-40
T00638,C6325,Male,24,Mumbai,Beauty,4,227,2023-02-12,Upi,908,2023-02,Sunday,18-25
T00639,C3979,Female,66,Hyderabad,Books,5,315,2023-08-03,Cash,1575,2023-08,Thursday,60+
T00640,C8988,Male,44,Chennai,Beauty,1,1356,2023-03-03,Cash,1356,2023-03,Friday,41-60
T00641,C4475,Female,20,Ahmedabad,Furniture,3,3167,2023-01-29,Card,9501,2023-01,Sunday,18-25
T00642,C6813,Female,58,Pune,Groceries,2,4351,2023-08-16,Upi,8702,2023-08,Wednesday,41-60
T00643,C5232,Other,61,Chennai,Beauty,5,2700,2023-11-23,Upi,13500,2023-11,Thursday,60+
T00644,C6576,Female,55,Chennai,Sports,2,2845,2023-12-30,Card,5690,2023-12,Saturday,41-60
T00645,C5581,Female,25,Ahmedabad,Books,3,1496,2023-02-01,Upi,4488,2023-02,Wednesday,18-25
T00646,C5526,Female,67,Bengaluru,Sports,1,4787,2023-06-10,Wallet,4787,2023-06,Saturday,60+
T00647,C1166,Female,46,Pune,Books,4,3622,2023-02-19,Card,14488,2023-02,Sunday,41-60
T00648,C9464,Female,47,Chennai,Books,3,2081,2023-10-06,Cash,6243,2023-10,Friday,41-60
T00649,C4130,Other,60,Lucknow,Furniture,3,4652,2023-05-23,Wallet,13956,2023-05,Tuesday,41-60
T00650,C2402,Other,55,Mumbai,Sports,2,3306,2023-04-10,Wallet,6612,2023-04,Monday,41-60
T00651,C4954,Male,50,Jaipur,Beauty,4,1678,2023-12-02,Card,6712,2023-12,Saturday,41-60
T00652,C7658,Female,26,Bengaluru,Beauty,4,3322,2023-11-11,Upi,13288,2023-11,Saturday,26-40
T00653,C9004,Female,49,Ahmedabad,Electronics,4,522,2023-01-09,Cash,2088,2023-01,Monday,41-60
T00654,C4937,Other,18,Ahmedabad,Sports,5,4833,2023-06-20,Card,24165,2023-06,Tuesday,18-25
T00655,C8800,Other,51,Delhi,Fashion,3,3615,2023-12-11,Card,10845,2023-12,Monday,41-60
T00656,C9041,Male,65,Jaipur,Groceries,3,1155,2023-06-12,Card,3465,2023-06,Monday,60+
T00657,C8342,Female,21,Delhi,Furniture,5,3298,2023-12-30,Upi,16490,2023-12,Saturday,18-25
T00658,C1282,Female,53,Bengaluru,Fashion,1,1523,2023-03-28,Wallet,1523,2023-03,Tuesday,41-60
T00659,C2524,Male,45,Lucknow,Fashion,5,3402,2023-10-28,Cash,17010,2023-10,Saturday,41-60
T00660,C5820,Female,55,Jaipur,Fashion,1,2706,2023-07-07,Wallet,2706,2023-07,Friday,41-60
T00661,C4630,Female,48,Bengaluru,Beauty,2,4337,2023-09-22,Cash,8674,2023-09,Friday,41-60
T00662,C7625,Female,50,Pune,Beauty,2,1397,2023-01-08,Card,2794,2023-01,Sunday,41-60
T00663,C4986,Other,67,Pune,Books,3,3683,2023-12-07,Upi,11049,2023-12,Thursday,60+
T00664,C6016,Other,29,Kolkata,Groceries,5,1992,2023-07-26,Card,9960,2023-07,Wednesday,26-40
T00665,C7046,Other,62,Ahmedabad,Books,5,915,2023-08-02,Card,4575,2023-08,Wednesday,60+
T00666,C8753,Female,55,Mumbai,Furniture,5,1134,2023-12-08,Upi,5670,2023-12,Friday,41-60
T00667,C9698,Other,29,Bengaluru,Furniture,5,4230,2023-12-09,Cash,21150,2023-12,Saturday,26-40
T00668,C6632,Male,64,Ahmedabad,Groceries,4,1069,2023-02-01,Cash,4276,2023-02,Wednesday,60+
T00669,C7971,Female,70,Lucknow,Books,4,4826,2023-02-03,Cash,19304,2023-02,Friday,60+
T00670,C6419,Female,26,Hyderabad,Books,2,3311,2023-04-09,Wallet,6622,2023-04,Sunday,26-40
T00671,C6764,Female,24,Ahmedabad,Electronics,4,2231,2023-09-14,Cash,8924,2023-09,Thursday,18-25
T00672,C8434,Female,42,Delhi,Beauty,1,4629,2023-03-17,Card,4629,2023-03,Friday,41-60
T00673,C5438,Female,60,Chennai,Fashion,5,1402,2023-05-17,Upi,7010,2023-05,Wednesday,41-60
T00674,C6023,Male,56,Kolkata,Books,4,2741,2023-02-12,Upi,10964,2023-02,Sunday,41-60
T00675,C5118,Other,56,Bengaluru,Furniture,2,1769,2023-03-30,Cash,3538,2023-03,Thursday,41-60
T00676,C4777,Male,38,Delhi,Groceries,4,863,2023-08-16,Card,3452,2023-08,Wednesday,26-40
T00677,C2976,Other,50,Delhi,Books,1,864,2023-01-23,Cash,864,2023-01,Monday,41-60
T00678,C4155,Other,42,Delhi,Groceries,3,310,2023-05-22,Card,930,2023-05,Monday,41-60
T00679,C6169,Male,44,Ahmedabad,Beauty,5,3683,2023-11-08,Cash,18415,2023-11,Wednesday,41-60
T00680,C2958,Other,56,Kolkata,Fashion,4,194,2023-04-12,Wallet,776,2023-04,Wednesday,41-60
T00681,C9779,Other,62,Delhi,Groceries,3,4960,2023-12-19,Cash,14880,2023-12,Tuesday,60+
T00682,C4033,Male,66,Jaipur,Beauty,1,1353,2023-09-16,Cash,1353,2023-09,Saturday,60+
T00683,C4138,Other,33,Pune,Sports,2,327,2023-07-29,Wallet,654,2023-07,Saturday,26-40
T00684,C4545,Female,35,Jaipur,Fashion,1,4553,2023-03-30,Cash,4553,2023-03,Thursday,26-40
T00685,C8933,Other,43,Lucknow,Furniture,5,745,2023-11-22,Card,3725,2023-11,Wednesday,41-60
T00686,C5530,Male,39,Bengaluru,Fashion,2,4784,2023-01-02,Cash,9568,2023-01,Monday,26-40
T00687,C9595,Female,36,Pune,Electronics,1,3232,2023-06-09,Cash,3232,2023-06,Friday,26-40
T00688,C5636,Female,46,Jaipur,Fashion,5,307,2023-05-21,Cash,1535,2023-05,Sunday,41-60
T00689,C2647,Other,69,Pune,Fashion,4,1169,2023-10-15,Wallet,4676,2023-10,Sunday,60+
T00690,C4180,Male,26,Mumbai,Electronics,1,3816,2023-06-29,Wallet,3816,2023-06,Thursday,26-40
T00691,C5853,Female,26,Bengaluru,Fashion,2,3033,2023-03-02,Upi,6066,2023-03,Thursday,26-40
T00692,C4727,Other,44,Kolkata,Books,2,1628,2023-06-24,Wallet,3256,2023-06,Saturday,41-60
T00693,C6912,Female,56,Lucknow,Books,1,2063,2023-08-27,Wallet,2063,2023-08,Sunday,41-60
T00694,C3939,Male,62,Bengaluru,Groceries,4,1916,2023-10-18,Card,7664,2023-10,Wednesday,60+
T00695,C5952,Other,65,Bengaluru,Furniture,3,2532,2023-12-23,Wallet,7596,2023-12,Saturday,60+
T00696,C1231,Female,50,Bengaluru,Furniture,2,1687,2023-02-14,Upi,3374,2023-02,Tuesday,41-60
T00697,C9751,Male,37,Bengaluru,Sports,2,4486,2023-10-17,Upi,8972,2023-10,Tuesday,26-40
T00698,C3073,Female,62,Mumbai,Furniture,3,2109,2023-08-26,Wallet,6327,2023-08,Saturday,60+
T00699,C5494,Other,53,Pune,Furniture,5,3197,2023-02-15,Wallet,15985,2023-02,Wednesday,41-60
T00700,C1745,Male,38,Chennai,Beauty,1,2233,2023-03-01,Card,2233,2023-03,Wednesday,26-40
T00701,C1893,Other,63,Chennai,Electronics,4,523,2023-02-16,Wallet,2092,2023-02,Thursday,60+
T00702,C5786,Female,65,Ahmedabad,Fashion,1,2352,2023-04-04,Upi,2352,2023-04,Tuesday,60+
T00703,C3068,Female,53,Chennai,Fashion,3,779,2023-02-14,Card,2337,2023-02,Tuesday,41-60
T00704,C9042,Male,58,Bengaluru,Groceries,5,1277,2023-04-06,Card,6385,2023-04,Thursday,41-60
T00705,C2680,Female,31,Delhi,Fashion,1,289,2023-06-12,Upi,289,2023-06,Monday,26-40
T00706,C1200,Other,30,Bengaluru,Electronics,2,4846,2023-10-30,Card,9692,2023-10,Monday,26-40
T00707,C5658,Female,31,Hyderabad,Groceries,3,947,2023-11-17,Wallet,2841,2023-11,Friday,26-40
T00708,C8690,Other,57,Mumbai,Books,4,1008,2023-01-11,Upi,4032,2023-01,Wednesday,41-60
T00709,C8843,Female,63,Lucknow,Books,4,3861,2023-03-28,Card,15444,2023-03,Tuesday,60+
T00710,C8216,Other,36,Chennai,Groceries,2,4981,2023-01-06,Upi,9962,2023-01,Friday,26-40
T00711,C6582,Other,61,Mumbai,Beauty,1,1105,2023-04-22,Cash,1105,2023-04,Saturday,60+
T00712,C4020,Other,40,Ahmedabad,Sports,2,977,2023-11-23,Wallet,1954,2023-11,Thursday,26-40
T00713,C1841,Female,61,Ahmedabad,Fashion,5,1261,2023-07-11,Upi,6305,2023-07,Tuesday,60+
T00714,C5136,Other,26,Ahmedabad,Beauty,4,2413,2023-08-24,Card,9652,2023-08,Thursday,26-40
T00715,C8827,Male,63,Jaipur,Books,4,2246,2023-02-11,Cash,8984,2023-02,Saturday,60+
T00716,C2869,Female,59,Mumbai,Electronics,1,1579,2023-05-07,Wallet,1579,2023-05,Sunday,41-60
T00717,C2070,Other,29,Lucknow,Beauty,4,860,2023-06-07,Wallet,3440,2023-06,Wednesday,26-40
T00718,C7565,Other,50,Ahmedabad,Furniture,2,733,2023-12-15,Card,1466,2023-12,Friday,41-60
T00719,C9056,Other,52,Hyderabad,Books,2,4148,2023-11-25,Wallet,8296,2023-11,Saturday,41-60
T00720,C2213,Other,62,Hyderabad,Electronics,2,3060,2023-04-08,Card,6120,2023-04,Saturday,60+
T00721,C1878,Male,58,Lucknow,Electronics,3,1803,2023-03-09,Upi,5409,2023-03,Thursday,41-60
T00722,C3485,Male,38,Ahmedabad,Books,4,3301,2023-06-08,Card,13204,2023-06,Thursday,26-40
T00723,C3444,Male,63,Ahmedabad,Electronics,4,924,2023-01-28,Wallet,3696,2023-01,Saturday,60+
T00724,C5978,Other,25,Pune,Groceries,2,4122,2023-07-14,Wallet,8244,2023-07,Friday,18-25
T00725,C2395,Other,66,Ahmedabad,Sports,5,279,2023-12-28,Wallet,1395,2023-12,Thursday,60+
T00726,C5066,Female,40,Delhi,Groceries,5,3489,2023-05-27,Wallet,17445,2023-05,Saturday,26-40
T00727,C2940,Male,53,Lucknow,Books,3,702,2023-04-02,Wallet,2106,2023-04,Sunday,41-60
T00728,C7818,Other,48,Lucknow,Electronics,5,4085,2023-05-23,Wallet,20425,2023-05,Tuesday,41-60
T00729,C4697,Other,55,Mumbai,Furniture,2,725,2023-03-13,Wallet,1450,2023-03,Monday,41-60
T00730,C9561,Male,54,Hyderabad,Groceries,5,1822,2023-10-17,Wallet,9110,2023-10,Tuesday,41-60
T00731,C7232,Other,60,Jaipur,Beauty,4,3539,2023-06-11,Upi,14156,2023-06,Sunday,41-60
T00732,C8381,Other,63,Chennai,Beauty,3,3174,2023-07-31,Upi,9522,2023-07,Monday,60+
T00733,C8253,Other,44,Lucknow,Electronics,2,2668,2023-04-26,Upi,5336,2023-04,Wednesday,41-60
T00734,C5871,Other,61,Jaipur,Furniture,1,3793,2023-04-07,Wallet,3793,2023-04,Friday,60+
T00735,C8025,Female,65,Hyderabad,Books,2,1419,2023-05-20,Card,2838,2023-05,Saturday,60+
T00736,C6003,Female,52,Mumbai,Beauty,4,1572,2023-04-13,Card,6288,2023-04,Thursday,41-60
T00737,C1986,Female,36,Bengaluru,Books,1,2547,2023-04-01,Card,2547,2023-04,Saturday,26-40
T00738,C2625,Male,45,Bengaluru,Fashion,4,183,2023-06-01,Card,732,2023-06,Thursday,41-60
T00739,C4404,Male,69,Mumbai,Fashion,5,1563,2023-05-13,Card,7815,2023-05,Saturday,60+
T00740,C4457,Male,18,Kolkata,Electronics,2,4747,2023-12-24,Card,9494,2023-12,Sunday,18-25
T00741,C5335,Female,51,Mumbai,Sports,5,357,2023-08-14,Upi,1785,2023-08,Monday,41-60
T00742,C2330,Male,24,Bengaluru,Beauty,3,1060,2023-05-16,Wallet,3180,2023-05,Tuesday,18-25
